UF;NOME DO MUNICÍPIO;country;population;ibgeID
PE;Betânia;Brazil;12719;2601805
PI;Betânia do Piauí;Brazil;6205;2201739
MG;Betim;Brazil;439340;3106705
PE;Bezerros;Brazil;60798;2601904
MG;Bias Fortes;Brazil;3379;3106804
MG;Bicas;Brazil;14494;3106903
SC;Biguaçu;Brazil;68481;4202305
SP;Bilac;Brazil;8034;3506409
MG;Biquinhas;Brazil;2515;3107000
SP;Birigui;Brazil;123638;3506508
SP;Biritiba-Mirim;Brazil;32598;3506607
BA;Biritinga;Brazil;15979;2903607
PR;Bituruna;Brazil;16389;4102901
SC;Blumenau;Brazil;357199;4202404
MG;Boa Esperança;Brazil;40127;3107109
ES;Boa Esperança;Brazil;15037;3201001
PR;Boa Esperança;Brazil;4105;4103008
PR;Boa Esperança do Iguaçu;Brazil;2503;4103024
SP;Boa Esperança do Sul;Brazil;14923;3506706
PI;Boa Hora;Brazil;6781;2201770
BA;Boa Nova;Brazil;12633;2903706
PB;Boa Ventura;Brazil;5366;2502102
PR;Boa Ventura de São Roque;Brazil;6387;4103040
CE;Boa Viagem;Brazil;54470;2302404
RR;Boa Vista;Brazil;399213;1400100
PB;Boa Vista;Brazil;7051;2502151
PR;Boa Vista da Aparecida;Brazil;7591;4103057
RS;Boa Vista das Missões;Brazil;2098;4302154
RS;Boa Vista do Buricá;Brazil;6712;4302204
RS;Boa Vista do Cadeado;Brazil;2470;4302220
MA;Boa Vista do Gurupi;Brazil;9287;2101970
RS;Boa Vista do Incra;Brazil;2603;4302238
AM;Boa Vista do Ramos;Brazil;19207;1300680
RS;Boa Vista do Sul;Brazil;2783;4302253
BA;Boa Vista do Tupim;Brazil;18576;2903805
AL;Boca da Mata;Brazil;27281;2701001
AM;Boca do Acre;Brazil;34308;1300706
PI;Bocaina;Brazil;4500;2201804
SP;Bocaina;Brazil;12329;3506805
MG;Bocaina de Minas;Brazil;5090;3107208
SC;Bocaina do Sul;Brazil;3474;4202438
MG;Bocaiúva;Brazil;49979;3107307
PR;Bocaiúva do Sul;Brazil;12944;4103107
RN;Bodó;Brazil;2223;2401651
PE;Bodocó;Brazil;38146;2602001
MS;Bodoquena;Brazil;7875;5002159
SP;Bofete;Brazil;11730;3506904
SP;Boituva;Brazil;60997;3507001
PE;Bom Conselho;Brazil;48554;2602100
MG;Bom Despacho;Brazil;50605;3107406
MA;Bom Jardim;Brazil;41630;2102002
PE;Bom Jardim;Brazil;39184;2602209
RJ;Bom Jardim;Brazil;27446;3300506
SC;Bom Jardim da Serra;Brazil;4743;4202503
GO;Bom Jardim de Goiás;Brazil;8841;5203401
MG;Bom Jardim de Minas;Brazil;6474;3107505
PI;Bom Jesus;Brazil;25179;2201903
RN;Bom Jesus;Brazil;10210;2401701
PB;Bom Jesus;Brazil;2561;2502201
SC;Bom Jesus;Brazil;3010;4202537
RS;Bom Jesus;Brazil;11349;4302303
BA;Bom Jesus da Lapa;Brazil;69148;2903904
MG;Bom Jesus da Penha;Brazil;4217;3107604
BA;Bom Jesus da Serra;Brazil;9880;2903953
MA;Bom Jesus das Selvas;Brazil;34028;2102036
GO;Bom Jesus de Goiás;Brazil;25216;5203500
MG;Bom Jesus do Amparo;Brazil;6083;3107703
MT;Bom Jesus do Araguaia;Brazil;6580;5101852
MG;Bom Jesus do Galho;Brazil;14935;3107802
RJ;Bom Jesus do Itabapoana;Brazil;37096;3300605
ES;Bom Jesus do Norte;Brazil;9936;3201100
SC;Bom Jesus do Oeste;Brazil;2142;4202578
PR;Bom Jesus do Sul;Brazil;3541;4103156
PA;Bom Jesus do Tocantins;Brazil;16981;1501576
TO;Bom Jesus do Tocantins;Brazil;4894;1703305
SP;Bom Jesus dos Perdões;Brazil;25448;3507100
MA;Bom Lugar;Brazil;16294;2102077
RS;Bom Princípio;Brazil;14055;4302352
PI;Bom Princípio do Piauí;Brazil;5630;2201919
RS;Bom Progresso;Brazil;1942;4302378
MG;Bom Repouso;Brazil;10547;3107901
SC;Bom Retiro;Brazil;9966;4202602
RS;Bom Retiro do Sul;Brazil;12328;4302402
PB;Bom Sucesso;Brazil;4975;2502300
MG;Bom Sucesso;Brazil;17603;3108008
PR;Bom Sucesso;Brazil;7032;4103206
SP;Bom Sucesso de Itararé;Brazil;3954;3507159
PR;Bom Sucesso do Sul;Brazil;3264;4103222
SC;Bombinhas;Brazil;19769;4202453
RR;Bonfim;Brazil;12409;1400159
MG;Bonfim;Brazil;6868;3108107
PI;Bonfim do Piauí;Brazil;5670;2201929
GO;Bonfinópolis;Brazil;9706;5203559
MG;Bonfinópolis de Minas;Brazil;5493;3108206
BA;Boninal;Brazil;14368;2904001
PA;Bonito;Brazil;16286;1501600
PE;Bonito;Brazil;38134;2602308
BA;Bonito;Brazil;16764;2904050
MS;Bonito;Brazil;21976;5002209
MG;Bonito de Minas;Brazil;11230;3108255
PB;Bonito de Santa Fé;Brazil;11917;2502409
GO;Bonópolis;Brazil;4405;5203575
PB;Boqueirão;Brazil;17804;2502508
RS;Boqueirão do Leão;Brazil;7714;4302451
PI;Boqueirão do Piauí;Brazil;6407;2201945
SE;Boquim;Brazil;26816;2800670
BA;Boquira;Brazil;21508;2904100
SP;Borá;Brazil;837;3507209
SP;Boracéia;Brazil;4823;3507308
AM;Borba;Brazil;41161;1300805
PB;Borborema;Brazil;5263;2502706
SP;Borborema;Brazil;16046;3507407
MG;Borda da Mata;Brazil;19412;3108305
SP;Borebi;Brazil;2653;3507456
PR;Borrazópolis;Brazil;6592;4103305
RS;Bossoroca;Brazil;6279;4302501
MG;Botelhos;Brazil;14971;3108404
SP;Botucatu;Brazil;146497;3507506
MG;Botumirim;Brazil;6319;3108503
BA;Botuporã;Brazil;10211;2904209
SC;Botuverá;Brazil;5246;4202701
RS;Bozano;Brazil;2123;4302584
SC;Braço do Norte;Brazil;33450;4202800
SC;Braço do Trombudo;Brazil;3743;4202859
RS;Braga;Brazil;3353;4302600
PA;Bragança;Brazil;127686;1501709
SP;Bragança Paulista;Brazil;168668;3507605
PR;Braganey;Brazil;5427;4103354
AL;Branquinha;Brazil;10494;2701100
MG;Brás Pires;Brazil;4333;3108701
PA;Brasil Novo;Brazil;15086;1501725
MS;Brasilândia;Brazil;11872;5002308
MG;Brasilândia de Minas;Brazil;16538;3108552
PR;Brasilândia do Sul;Brazil;2651;4103370
TO;Brasilândia do Tocantins;Brazil;2201;1703602
AC;Brasiléia;Brazil;26278;1200104
PI;Brasileira;Brazil;8329;2201960
DF;Brasília;Brazil;3015268;5300108
MG;Brasília de Minas;Brazil;32347;3108602
MT;Brasnorte;Brazil;19695;5101902
SP;Braúna;Brazil;5686;3507704
MG;Braúnas;Brazil;4801;3108800
GO;Brazabrantes;Brazil;3703;5203609
MG;Brazópolis;Brazil;14459;3108909
PE;Brejão;Brazil;8993;2602407
ES;Brejetuba;Brazil;12404;3201159
RN;Brejinho;Brazil;12699;2401800
PE;Brejinho;Brazil;7487;2602506
TO;Brejinho de Nazaré;Brazil;5497;1703701
MA;Brejo;Brazil;36397;2102101
SP;Brejo Alegre;Brazil;2865;3507753
PE;Brejo da Madre de Deus;Brazil;50742;2602605
MA;Brejo de Areia;Brazil;9188;2102150
PB;Brejo do Cruz;Brazil;14122;2502805
PI;Brejo do Piauí;Brazil;3875;2201988
PB;Brejo dos Santos;Brazil;6449;2502904
SE;Brejo Grande;Brazil;8309;2800704
PA;Brejo Grande do Araguaia;Brazil;7380;1501758
CE;Brejo Santo;Brazil;49477;2302503
BA;Brejões;Brazil;14295;2904308
BA;Brejolândia;Brazil;10557;2904407
PA;Breu Branco;Brazil;66046;1501782
PA;Breves;Brazil;102701;1501808
GO;Britânia;Brazil;5779;5203807
RS;Brochier;Brazil;5074;4302659
SP;Brodowski;Brazil;24939;3507803
SP;Brotas;Brazil;24403;3507902
BA;Brotas de Macaúbas;Brazil;10231;2904506
MG;Brumadinho;Brazil;40103;3109006
BA;Brumado;Brazil;67195;2904605
SC;Brunópolis;Brazil;2420;4202875
SC;Brusque;Brazil;134723;4202909
MG;Bueno Brandão;Brazil;11001;3109105
MG;Buenópolis;Brazil;10365;3109204
PE;Buenos Aires;Brazil;13155;2602704
BA;Buerarema;Brazil;18349;2904704
MG;Bugre;Brazil;3982;3109253
PE;Buíque;Brazil;58378;2602803
AC;Bujari;Brazil;10266;1200138
PA;Bujaru;Brazil;29132;1501907
SP;Buri;Brazil;19878;3508009
SP;Buritama;Brazil;17144;3508108
MA;Buriti;Brazil;28678;2102200
GO;Buriti Alegre;Brazil;9459;5203906
MA;Buriti Bravo;Brazil;23884;2102309
GO;Buriti de Goiás;Brazil;2488;5203939
TO;Buriti do Tocantins;Brazil;11348;1703800
PI;Buriti dos Lopes;Brazil;19781;2202000
PI;Buriti dos Montes;Brazil;8244;2202026
MA;Buriticupu;Brazil;72358;2102325
GO;Buritinópolis;Brazil;3292;5203962
BA;Buritirama;Brazil;21174;2904753
MA;Buritirana;Brazil;15430;2102358
RO;Buritis;Brazil;39654;1100452
MG;Buritis;Brazil;24841;3109303
SP;Buritizal;Brazil;4481;3508207
MG;Buritizeiro;Brazil;28056;3109402
RS;Butiá;Brazil;20941;4302709
AM;Caapiranga;Brazil;13081;1300839
PB;Caaporã;Brazil;21828;2503001
MS;Caarapó;Brazil;30174;5002407
BA;Caatiba;Brazil;6758;2904803
PB;Cabaceiras;Brazil;5611;2503100
BA;Cabaceiras do Paraguaçu;Brazil;18807;2904852
MG;Cabeceira Grande;Brazil;6949;3109451
GO;Cabeceiras;Brazil;7993;5204003
PI;Cabeceiras do Piauí;Brazil;10586;2202059
PB;Cabedelo;Brazil;67736;2503209
RO;Cabixi;Brazil;5312;1100031
PE;Cabo de Santo Agostinho;Brazil;207048;2602902
RJ;Cabo Frio;Brazil;219863;3300704
MG;Cabo Verde;Brazil;14075;3109501
SP;Cabrália Paulista;Brazil;4264;3508306
SP;Cabreúva;Brazil;49707;3508405
PE;Cabrobó;Brazil;34221;2603009
SC;Caçador;Brazil;78595;4203006
SP;Caçapava;Brazil;94263;3508504
RS;Caçapava do Sul;Brazil;33624;4302808
RO;Cacaulândia;Brazil;6230;1100601
RS;Cacequi;Brazil;12561;4302907
MT;Cáceres;Brazil;94376;5102504
BA;Cachoeira;Brazil;33470;2904902
GO;Cachoeira Alta;Brazil;12484;5204102
MG;Cachoeira da Prata;Brazil;3603;3109600
GO;Cachoeira de Goiás;Brazil;1351;5204201
MG;Cachoeira de Minas;Brazil;11547;3109709
MG;Cachoeira de Pajeú;Brazil;9412;3102704
PA;Cachoeira do Arari;Brazil;23767;1502004
PA;Cachoeira do Piriá;Brazil;33900;1501956
RS;Cachoeira do Sul;Brazil;82201;4303004
PB;Cachoeira dos Índios;Brazil;10244;2503308
MG;Cachoeira Dourada;Brazil;2692;3109808
GO;Cachoeira Dourada;Brazil;8067;5204250
MA;Cachoeira Grande;Brazil;9431;2102374
SP;Cachoeira Paulista;Brazil;33327;3508603
RJ;Cachoeiras de Macacu;Brazil;58937;3300803
TO;Cachoeirinha;Brazil;2275;1703826
PE;Cachoeirinha;Brazil;20380;2603108
RS;Cachoeirinha;Brazil;130293;4303103
ES;Cachoeiro de Itapemirim;Brazil;208972;3201209
PB;Cacimba de Areia;Brazil;3682;2503407
PB;Cacimba de Dentro;Brazil;17187;2503506
PB;Cacimbas;Brazil;7173;2503555
AL;Cacimbinhas;Brazil;10858;2701209
RS;Cacique Doble;Brazil;5065;4303202
RO;Cacoal;Brazil;85359;1100049
SP;Caconde;Brazil;18985;3508702
GO;Caçu;Brazil;16009;5204300
BA;Caculé;Brazil;23170;2905008
BA;Caém;Brazil;9213;2905107
MG;Caetanópolis;Brazil;11624;3109907
BA;Caetanos;Brazil;15573;2905156
MG;Caeté;Brazil;44718;3110004
PE;Caetés;Brazil;28739;2603207
BA;Caetité;Brazil;50975;2905206
BA;Cafarnaum;Brazil;18437;2905305
PR;Cafeara;Brazil;2934;4103404
SP;Cafelândia;Brazil;17767;3508801
PR;Cafelândia;Brazil;18120;4103453
PR;Cafezal do Sul;Brazil;4044;4103479
SP;Caiabu;Brazil;4191;3508900
MG;Caiana;Brazil;5496;3110103
GO;Caiapônia;Brazil;18913;5204409
RS;Caibaté;Brazil;4846;4303301
SC;Caibi;Brazil;6148;4203105
PB;Caiçara;Brazil;7201;2503605
RS;Caiçara;Brazil;4743;4303400
RN;Caiçara do Norte;Brazil;6549;2401859
RN;Caiçara do Rio do Vento;Brazil;3684;2401909
RN;Caicó;Brazil;67952;2402006
SP;Caieiras;Brazil;101470;3509007
BA;Cairu;Brazil;18176;2905404
SP;Caiuá;Brazil;5874;3509106
SP;Cajamar;Brazil;76801;3509205
MA;Cajapió;Brazil;11177;2102408
MA;Cajari;Brazil;19379;2102507
SP;Cajati;Brazil;28549;3509254
PB;Cajazeiras;Brazil;61993;2503704
PI;Cajazeiras do Piauí;Brazil;3559;2202075
PB;Cajazeirinhas;Brazil;3193;2503753
SP;Cajobi;Brazil;10542;3509304
AL;Cajueiro;Brazil;21264;2701308
PI;Cajueiro da Praia;Brazil;7642;2202083
MG;Cajuri;Brazil;3987;3110202
SP;Cajuru;Brazil;26167;3509403
PE;Calçado;Brazil;11053;2603306
AP;Calçoene;Brazil;11117;1600204
MG;Caldas;Brazil;14480;3110301
PB;Caldas Brandão;Brazil;6014;2503803
GO;Caldas Novas;Brazil;91162;5204508
GO;Caldazinha;Brazil;3804;5204557
BA;Caldeirão Grande;Brazil;13327;2905503
PI;Caldeirão Grande do Piauí;Brazil;5776;2202091
PR;Califórnia;Brazil;8570;4103503
SC;Calmon;Brazil;3346;4203154
PE;Calumbi;Brazil;5750;2603405
BA;Camacan;Brazil;31988;2905602
BA;Camaçari;Brazil;299132;2905701
MG;Camacho;Brazil;2901;3110400
PB;Camalaú;Brazil;6013;2503902
BA;Camamu;Brazil;35316;2905800
MG;Camanducaia;Brazil;21770;3110509
MS;Camapuã;Brazil;13711;5002605
RS;Camaquã;Brazil;66261;4303509
PE;Camaragibe;Brazil;157828;2603454
RS;Camargo;Brazil;2733;4303558
PR;Cambará;Brazil;25360;4103602
RS;Cambará do Sul;Brazil;6431;4303608
PR;Cambé;Brazil;106533;4103701
PR;Cambira;Brazil;7865;4103800
SC;Camboriú;Brazil;82989;4203204
RJ;Cambuci;Brazil;15505;3300902
MG;Cambuí;Brazil;29551;3110608
MG;Cambuquira;Brazil;12814;3110707
PA;Cametá;Brazil;137890;1502103
CE;Camocim;Brazil;63661;2302602
PE;Camocim de São Félix;Brazil;18765;2603504
MG;Campanário;Brazil;3721;3110806
MG;Campanha;Brazil;16665;3110905
AL;Campestre;Brazil;6936;2701357
MG;Campestre;Brazil;21055;3111002
RS;Campestre da Serra;Brazil;3388;4303673
GO;Campestre de Goiás;Brazil;3630;5204607
MA;Campestre do Maranhão;Brazil;14374;2102556
PR;Campina da Lagoa;Brazil;14202;4103909
RS;Campina das Missões;Brazil;5474;4303707
SP;Campina do Monte Alegre;Brazil;6024;3509452
PR;Campina do Simão;Brazil;3887;4103958
PB;Campina Grande;Brazil;409731;2504009
PR;Campina Grande do Sul;Brazil;43288;4104006
MG;Campina Verde;Brazil;19745;3111101
GO;Campinaçu;Brazil;3640;5204656
MT;Campinápolis;Brazil;15980;5102603
SP;Campinas;Brazil;1204073;3509502
PI;Campinas do Piauí;Brazil;5613;2202109
RS;Campinas do Sul;Brazil;5454;4303806
GO;Campinorte;Brazil;12626;5204706
AL;Campo Alegre;Brazil;57063;2701407
SC;Campo Alegre;Brazil;11978;4203303
GO;Campo Alegre de Goiás;Brazil;7589;5204805
BA;Campo Alegre de Lourdes;Brazil;28798;2905909
PI;Campo Alegre do Fidalgo;Brazil;5045;2202117
MG;Campo Azul;Brazil;3817;3111150
MG;Campo Belo;Brazil;54029;3111200
SC;Campo Belo do Sul;Brazil;7016;4203402
RS;Campo Bom;Brazil;66712;4303905
PR;Campo Bonito;Brazil;3833;4104055
SE;Campo do Brito;Brazil;18109;2801009
MG;Campo do Meio;Brazil;11655;3111309
PR;Campo do Tenente;Brazil;7971;4104105
SC;Campo Erê;Brazil;8526;4203501
MG;Campo Florido;Brazil;8151;3111408
BA;Campo Formoso;Brazil;71206;2906006
AL;Campo Grande;Brazil;9558;2701506
MS;Campo Grande;Brazil;895982;5002704
PI;Campo Grande do Piauí;Brazil;5943;2202133
PR;Campo Largo;Brazil;132002;4104204
PI;Campo Largo do Piauí;Brazil;7279;2202174
GO;Campo Limpo de Goiás;Brazil;7789;5204854
SP;Campo Limpo Paulista;Brazil;84650;3509601
PR;Campo Magro;Brazil;29318;4104253
PI;Campo Maior;Brazil;46833;2202208
PR;Campo Mourão;Brazil;94859;4104303
RS;Campo Novo;Brazil;4484;4304002
RO;Campo Novo de Rondônia;Brazil;14139;1100700
MT;Campo Novo do Parecis;Brazil;35360;5102637
RN;Campo Redondo;Brazil;11217;2402105
MT;Campo Verde;Brazil;44041;5102678
MG;Campos Altos;Brazil;15461;3111507
GO;Campos Belos;Brazil;19887;5204904
RS;Campos Borges;Brazil;3320;4304101
MT;Campos de Júlio;Brazil;6891;5102686
SP;Campos do Jordão;Brazil;52088;3509700
RJ;Campos dos Goytacazes;Brazil;507548;3301009
MG;Campos Gerais;Brazil;28774;3111606
TO;Campos Lindos;Brazil;10116;1703842
SC;Campos Novos;Brazil;36244;4203600
SP;Campos Novos Paulista;Brazil;4965;3509809
CE;Campos Sales;Brazil;27426;2302701
GO;Campos Verdes;Brazil;2141;5204953
PE;Camutanga;Brazil;8551;2603603
MG;Cana Verde;Brazil;5603;3111903
MG;Canaã;Brazil;4563;3111705
PA;Canaã dos Carajás;Brazil;37085;1502152
MT;Canabrava do Norte;Brazil;4743;5102694
SP;Cananéia;Brazil;12540;3509908
AL;Canapi;Brazil;17722;2701605
BA;Canápolis;Brazil;9711;2906105
MG;Canápolis;Brazil;12150;3111804
BA;Canarana;Brazil;26176;2906204
MT;Canarana;Brazil;21579;5102702
SP;Canas;Brazil;5138;3509957
PI;Canavieira;Brazil;3950;2202251
BA;Canavieiras;Brazil;31099;2906303
BA;Candeal;Brazil;8258;2906402
BA;Candeias;Brazil;87076;2906501
MG;Candeias;Brazil;14886;3112000
RO;Candeias do Jamari;Brazil;26693;1100809
RS;Candelária;Brazil;31365;4304200
BA;Candiba;Brazil;14319;2906600
PR;Cândido de Abreu;Brazil;15018;4104402
RS;Cândido Godói;Brazil;6198;4304309
MA;Cândido Mendes;Brazil;20178;2102606
SP;Cândido Mota;Brazil;31280;3510005
SP;Cândido Rodrigues;Brazil;2793;3510104
BA;Cândido Sales;Brazil;25189;2906709
RS;Candiota;Brazil;9584;4304358
PR;Candói;Brazil;15979;4104428
RS;Canela;Brazil;44998;4304408
SC;Canelinha;Brazil;12240;4203709
RN;Canguaretama;Brazil;34276;2402204
RS;Canguçu;Brazil;56045;4304507
SE;Canhoba;Brazil;4008;2801108
PE;Canhotinho;Brazil;24804;2603702
CE;Canindé;Brazil;76997;2302800
SE;Canindé de São Francisco;Brazil;29900;2801207
SP;Canitar;Brazil;5216;3510153
RS;Canoas;Brazil;346616;4304606
SC;Canoinhas;Brazil;54401;4203808
BA;Cansanção;Brazil;34834;2906808
RR;Cantá;Brazil;18335;1400175
MG;Cantagalo;Brazil;4525;3112059
RJ;Cantagalo;Brazil;20172;3301108
PR;Cantagalo;Brazil;13317;4104451
MA;Cantanhede;Brazil;21995;2102705
PI;Canto do Buriti;Brazil;21187;2202307
BA;Canudos;Brazil;16668;2906824
RS;Canudos do Vale;Brazil;1716;4304614
AM;Canutama;Brazil;15629;1300904
PA;Capanema;Brazil;69027;1502202
PR;Capanema;Brazil;19124;4104501
SC;Capão Alto;Brazil;2525;4203253
SP;Capão Bonito;Brazil;47138;3510203
RS;Capão Bonito do Sul;Brazil;1654;4304622
RS;Capão da Canoa;Brazil;53049;4304630
RS;Capão do Cipó;Brazil;3651;4304655
RS;Capão do Leão;Brazil;25354;4304663
MG;Caparaó;Brazil;5438;3112109
AL;Capela;Brazil;17053;2701704
SE;Capela;Brazil;34213;2801306
RS;Capela de Santana;Brazil;11940;4304689
SP;Capela do Alto;Brazil;20706;3510302
BA;Capela do Alto Alegre;Brazil;11637;2906857
MG;Capela Nova;Brazil;4653;3112208
MG;Capelinha;Brazil;37784;3112307
MG;Capetinga;Brazil;6920;3112406
PB;Capim;Brazil;6523;2504033
MG;Capim Branco;Brazil;9754;3112505
BA;Capim Grosso;Brazil;30662;2906873
MG;Capinópolis;Brazil;16173;3112604
SC;Capinzal;Brazil;22848;4203907
MA;Capinzal do Norte;Brazil;10934;2102754
CE;Capistrano;Brazil;17738;2302909
RS;Capitão;Brazil;2757;4304697
MG;Capitão Andrade;Brazil;5468;3112653
PI;Capitão de Campos;Brazil;11417;2202406
MG;Capitão Enéas;Brazil;15234;3112703
PI;Capitão Gervásio Oliveira;Brazil;4100;2202455
PR;Capitão Leônidas Marques;Brazil;15780;4104600
PA;Capitão Poço;Brazil;54303;1502301
MG;Capitólio;Brazil;8632;3112802
SP;Capivari;Brazil;55768;3510401
SC;Capivari de Baixo;Brazil;24871;4203956
RS;Capivari do Sul;Brazil;4660;4304671
AC;Capixaba;Brazil;11733;1200179
PE;Capoeiras;Brazil;20048;2603801
MG;Caputira;Brazil;9298;3112901
RS;Caraá;Brazil;8270;4304713
RR;Caracaraí;Brazil;21926;1400209
PI;Caracol;Brazil;10916;2202505
MS;Caracol;Brazil;6116;5002803
SP;Caraguatatuba;Brazil;121532;3510500
MG;Caraí;Brazil;23685;3113008
BA;Caraíbas;Brazil;8951;2906899
PR;Carambeí;Brazil;23415;4104659
MG;Caranaíba;Brazil;3183;3113107
MG;Carandaí;Brazil;25501;3113206
MG;Carangola;Brazil;33000;3113305
RJ;Carapebus;Brazil;16301;3300936
SP;Carapicuíba;Brazil;400927;3510609
MG;Caratinga;Brazil;92062;3113404
AM;Carauari;Brazil;28294;1301001
RN;Caraúbas;Brazil;20493;2402303
PB;Caraúbas;Brazil;4162;2504074
PI;Caraúbas do Piauí;Brazil;5868;2202539
BA;Caravelas;Brazil;22016;2906907
RS;Carazinho;Brazil;62110;4304705
MG;Carbonita;Brazil;9405;3113503
BA;Cardeal da Silva;Brazil;9295;2907004
SP;Cardoso;Brazil;12326;3510708
RJ;Cardoso Moreira;Brazil;12823;3301157
MG;Careaçu;Brazil;6757;3113602
AM;Careiro;Brazil;37869;1301100
AM;Careiro da Várzea;Brazil;30225;1301159
ES;Cariacica;Brazil;381285;3201308
CE;Caridade;Brazil;22547;2303006
PI;Caridade do Piauí;Brazil;5067;2202554
BA;Carinhanha;Brazil;29018;2907103
SE;Carira;Brazil;22082;2801405
CE;Cariré;Brazil;18448;2303105
TO;Cariri do Tocantins;Brazil;4382;1703867
CE;Caririaçu;Brazil;26965;2303204
CE;Cariús;Brazil;18699;2303303
MT;Carlinda;Brazil;10305;5102793
PR;Carlópolis;Brazil;14320;4104709
RS;Carlos Barbosa;Brazil;29833;4304804
MG;Carlos Chagas;Brazil;18837;3113701
RS;Carlos Gomes;Brazil;1377;4304853
MG;Carmésia;Brazil;2632;3113800
RJ;Carmo;Brazil;18895;3301207
MG;Carmo da Cachoeira;Brazil;12170;3113909
MG;Carmo da Mata;Brazil;11476;3114006
MG;Carmo de Minas;Brazil;14859;3114105
MG;Carmo do Cajuru;Brazil;22478;3114204
MG;Carmo do Paranaíba;Brazil;30329;3114303
MG;Carmo do Rio Claro;Brazil;21225;3114402
GO;Carmo do Rio Verde;Brazil;10082;5205000
TO;Carmolândia;Brazil;2580;1703883
SE;Carmópolis;Brazil;16634;2801504
MG;Carmópolis de Minas;Brazil;19355;3114501
PE;Carnaíba;Brazil;19551;2603900
RN;Carnaúba dos Dantas;Brazil;8180;2402402
RN;Carnaubais;Brazil;10759;2402501
CE;Carnaubal;Brazil;17606;2303402
PE;Carnaubeira da Penha;Brazil;12932;2603926
MG;Carneirinho;Brazil;10027;3114550
AL;Carneiros;Brazil;9081;2701803
RR;Caroebe;Brazil;10169;1400233
MA;Carolina;Brazil;24322;2102804
PE;Carpina;Brazil;83641;2604007
MG;Carrancas;Brazil;4047;3114600
PB;Carrapateira;Brazil;2659;2504108
TO;Carrasco Bonito;Brazil;4095;1703891
PE;Caruaru;Brazil;361118;2604106
MA;Carutapera;Brazil;23807;2102903
MG;Carvalhópolis;Brazil;3579;3114709
MG;Carvalhos;Brazil;4478;3114808
SP;Casa Branca;Brazil;30380;3510807
MG;Casa Grande;Brazil;2257;3114907
BA;Casa Nova;Brazil;71969;2907202
RS;Casca;Brazil;9031;4304903
MG;Cascalho Rico;Brazil;3075;3115003
CE;Cascavel;Brazil;71743;2303501
PR;Cascavel;Brazil;328454;4104808
TO;Caseara;Brazil;5369;1703909
RS;Caseiros;Brazil;3202;4304952
RJ;Casimiro de Abreu;Brazil;44184;3301306
PE;Casinhas;Brazil;14341;2604155
PB;Casserengue;Brazil;7468;2504157
MG;Cássia;Brazil;17740;3115102
SP;Cássia dos Coqueiros;Brazil;2523;3510906
MS;Cassilândia;Brazil;21939;5002902
PA;Castanhal;Brazil;200793;1502400
MT;Castanheira;Brazil;8729;5102850
RO;Castanheiras;Brazil;3052;1100908
GO;Castelândia;Brazil;3435;5205059
ES;Castelo;Brazil;37534;3201407
PI;Castelo do Piauí;Brazil;19716;2202604
SP;Castilho;Brazil;21006;3511003
PR;Castro;Brazil;71484;4104907
BA;Castro Alves;Brazil;26264;2907301
MG;Cataguases;Brazil;75123;3115300
GO;Catalão;Brazil;108823;5205109
SP;Catanduva;Brazil;121862;3511102
PR;Catanduvas;Brazil;10189;4105003
SC;Catanduvas;Brazil;10861;4204004
CE;Catarina;Brazil;20698;2303600
MG;Catas Altas;Brazil;5376;3115359
MG;Catas Altas da Noruega;Brazil;3641;3115409
PE;Catende;Brazil;42892;2604205
SP;Catiguá;Brazil;7804;3511201
PB;Catingueira;Brazil;4932;2504207
BA;Catolândia;Brazil;3577;2907400
PB;Catolé do Rocha;Brazil;30546;2504306
BA;Catu;Brazil;54704;2907509
RS;Catuípe;Brazil;8774;4305009
MG;Catuji;Brazil;6311;3115458
CE;Catunda;Brazil;10342;2303659
GO;Caturaí;Brazil;5070;5205208
BA;Caturama;Brazil;9329;2907558
PB;Caturité;Brazil;4852;2504355
MG;Catuti;Brazil;4986;3115474
CE;Caucaia;Brazil;361400;2303709
GO;Cavalcante;Brazil;9709;5205307
MG;Caxambu;Brazil;21656;3115508
SC;Caxambu do Sul;Brazil;3642;4204103
MA;Caxias;Brazil;164880;2103000
RS;Caxias do Sul;Brazil;510906;4305108
PI;Caxingó;Brazil;5424;2202653
RN;Ceará-Mirim;Brazil;73497;2402600
MA;Cedral;Brazil;10675;2103109
SP;Cedral;Brazil;9237;3511300
